indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Democratic People's Republic of Korea,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Denmark,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominica,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Equatorial Guinea,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Estonia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Finland,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,France,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Germany,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Greece,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Grenada,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Hungary,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Iceland,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,India,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iraq,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ireland,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Israel,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Italy,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Japan,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Jordan,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Kiribati,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Kuwait,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Latvia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Lebanon,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Lithuania,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Luxembourg,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Maldives,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Malta,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Marshall Islands,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Micronesia (Federated States of),2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Monaco,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Mongolia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Qatar,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Republic of Korea,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Romania,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Russian Federation,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Kitts and Nevis,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Lucia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Vincent and the Grenadines,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Samoa,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,San Marino,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sao Tome and Principe,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Saudi Arabia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Serbia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Seychelles,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Singapore,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovakia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovenia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Solomon Islands,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Spain,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Sri Lanka,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Sweden,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Switzerland,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Syrian Arab Republic,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Türkiye,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Timor-Leste,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Algeria,2000,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,2000,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,2000,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bangladesh,2000,,100
